vtkOriginalIndices,Heat[W/m^3],Points:0,Points:1,Points:2,__vtkIsSelected__
4191,14143.7,0.111,0.123248,0.0844039,0
4192,706.849,0.111,0.0386136,0.0633835,0
4193,703.802,0.111,0.0388581,0.068996,0
4194,816.147,0.111,0.0436734,0.0619586,0
4195,624.878,0.111,0.150815,0.115752,0
4196,692.936,0.111,0.112218,0.00334885,0
4197,672.284,0.111,0.112264,0,0
4198,676.219,0.111,0.108207,0.000485142,0
4199,673.314,0.111,0.107841,0,0
4200,86.4698,0.111,0.0130556,0.118325,0
4201,163.367,0.111,0.0935245,0.160876,0
4202,200.6,0.111,0.0962671,0.158904,0
4203,271.08,0.111,0.0939767,0.155702,0
4204,263.62,0.111,0.00943084,0.0863576,0
4205,9.93925,0.111,0.134126,0.2,0
4206,41741.7,0.111,0.122545,0.0993279,0
4207,26382.4,0.111,0.124094,0.0964996,0
4208,87.9999,0.111,0.000335169,0.113283,0
4209,1473.46,0.111,0.0526561,0.0888091,0
4210,1401.98,0.111,0.0914601,0.0386724,0
4211,793.082,0.111,0.148865,0.0342604,0
4212,797.054,0.111,0.146392,0.0312402,0
4213,856.503,0.111,0.145137,0.0361552,0
4214,78276.8,0.111,0.0879544,0.111778,0
4215,82878.7,0.111,0.0881031,0.111538,0
4216,79950.2,0.111,0.0877498,0.111551,0
4217,557.202,0.111,0.00779965,0.0338956,0
4218,1995.35,0.111,0.102442,0.137134,0
4219,1782.49,0.111,0.10326,0.138305,0
4220,1999.75,0.111,0.10421,0.137061,0
4221,1961.91,0.111,0.0673763,0.123026,0
4222,1444.1,0.111,0.0667091,0.126618,0
4223,2658.14,0.111,0.0800696,0.13074,0
4224,2.33276,0.111,0.00837846,0.191728,0
4225,468.062,0.111,0.00174712,0.0523869,0
4226,478.916,0.111,0,0.0507113,0
4227,465.218,0.111,0,0.0527549,0
4228,13930.7,0.111,0.128349,0.0999244,0
4229,658.847,0.111,0.0350027,0.058376,0
4230,1752.07,0.111,0.143903,0.103713,0
4231,1870.44,0.111,0.143696,0.0993125,0
4232,562.532,0.111,0.19268,0.030761,0
4233,717.107,0.111,0.0477856,0.109092,0
4234,1175.25,0.111,0.149542,0.098449,0
4235,1180.83,0.111,0.149605,0.0976566,0
4236,110.606,0.111,0.0288796,0.125233,0
4237,95.7926,0.111,0.0293128,0.128603,0
4238,118.815,0.111,0.0308471,0.126485,0
4239,7413.93,0.111,0.0677662,0.0982076,0
4240,11864.9,0.111,0.0705901,0.0993223,0
4241,9184.68,0.111,0.0691379,0.0967746,0
4242,13498.4,0.111,0.0718467,0.0980666,0
4243,49213.6,0.111,0.0783727,0.0992008,0
4244,59860.2,0.111,0.0792222,0.100546,0
4245,70301.3,0.111,0.0796209,0.0994782,0
4246,3.03587,0.111,0.193298,0.181067,0
4247,2.3485,0.111,0.2,0.182503,0
4248,2.62598,0.111,0.2,0.179599,0
4249,18.7646,0.111,0.0340631,0.166408,0
4250,7634.79,0.111,0.0852088,0.0709742,0
4251,7275.28,0.111,0.0852764,0.0705594,0
4252,1876.11,0.111,0.103028,0.0460729,0
4253,1015.96,0.111,0.132457,0.0362104,0
4254,917.177,0.111,0.13854,0.0342419,0
4255,5998.49,0.111,0.080484,0.0709357,0
4256,10832.8,0.111,0.0734525,0.110454,0
4257,9370.95,0.111,0.0729377,0.111634,0
4258,61.177,0.111,0.0742703,0.168536,0
4259,281256,0.111,0.112829,0.105894,0
4260,1591.89,0.111,0.106122,0.0421045,0
4261,1568.15,0.111,0.108621,0.042076,0
4262,1766.78,0.111,0.104429,0.138552,0
4263,137647,0.111,0.090815,0.110645,0
4264,125302,0.111,0.091411,0.111192,0
4265,135666,0.111,0.0917615,0.111077,0
4266,26.5921,0.111,0.120407,0.179143,0
4267,27.047,0.111,0.119982,0.179007,0
4268,26.3968,0.111,0.12028,0.179233,0
4269,6769.67,0.111,0.080322,0.122419,0
4270,356.882,0.111,0,0.0712043,0
4271,197102,0.111,0.102721,0.0890901,0
4272,337.855,0.111,0.0258834,0.090555,0
4273,338.277,0.111,0.0258972,0.0905135,0
4274,54.8574,0.111,0.105383,0.172167,0
4275,58.6352,0.111,0.105409,0.171635,0
4276,1406.59,0.111,0.118169,0.0414931,0
4277,1532.22,0.111,0.115902,0.0431336,0
4278,1540.58,0.111,0.117785,0.0438052,0
4279,365457,0.111,0.115491,0.0995757,0
4280,9679.95,0.111,0.0916664,0.124717,0
4281,9449.5,0.111,0.091719,0.124866,0
4282,9594.42,0.111,0.0917652,0.12479,0
4283,10.8338,0.111,0.126713,0.190777,0
4284,33993.3,0.111,0.0927642,0.117577,0
4285,2636.89,0.111,0.122093,0.12931,0
4286,3355.85,0.111,0.121461,0.126813,0
4287,2.18225,0.111,0.2,0.187966,0
4288,6051.57,0.111,0.113456,0.0679757,0
4289,5469.43,0.111,0.114505,0.0672108,0
4290,5444.81,0.111,0.112919,0.0664403,0
4291,69834.1,0.111,0.0926885,0.114043,0
4292,64777,0.111,0.0945664,0.114874,0
4293,4629.56,0.111,0.111707,0.0638851,0
4294,3506.6,0.111,0.115386,0.0611101,0
4295,4222.34,0.111,0.110463,0.0621676,0
4296,32.624,0.111,0.0405777,0.16139,0
4297,30.7896,0.111,0.0413503,0.163236,0
4298,33.1225,0.111,0.0418559,0.162264,0
4299,127.554,0.111,0,0.105017,0
4300,127.048,0.111,0.007068,0.106172,0
4301,147.369,0.111,0,0.101958,0
4302,13073.5,0.111,0.0854574,0.120494,0
4303,1123.62,0.111,0.128259,0.0380238,0
4304,1119.78,0.111,0.124649,0.0358577,0
4305,1197.7,0.111,0.125046,0.0390604,0
4306,6929.93,0.111,0.0686355,0.0894133,0
4307,9977.96,0.111,0.07163,0.0887296,0
4308,653.133,0.111,0.10653,0.147189,0
4309,491.858,0.111,0.107967,0.149784,0
4310,686.103,0.111,0.108296,0.146406,0
4311,12.7651,0.111,0.0459652,0.186803,0
4312,12.7851,0.111,0.0459697,0.186763,0
4313,12.7654,0.111,0.0459325,0.186783,0
4314,1750.17,0.111,0.135188,0.0613842,0
4315,1841.8,0.111,0.137834,0.0654034,0
4316,1527.3,0.111,0.139896,0.0630123,0
4317,158765,0.111,0.113225,0.0914022,0
4318,210637,0.111,0.113736,0.0927658,0
4319,143283,0.111,0.1136,0.0914004,0
4320,198240,0.111,0.102752,0.0891076,0
4321,355.35,0.111,0.0610391,0.139618,0
4322,1676.44,0.111,0.0559613,0.07412,0
4323,2055.18,0.111,0.0584677,0.0787464,0
4324,4544.05,0.111,0.0681135,0.112544,0
4325,3708.99,0.111,0.0657409,0.111736,0
4326,387.807,0.111,0.00674111,0.0674733,0
4327,179678,0.111,0.084433,0.1055,0
4328,282355,0.111,0.0858578,0.105032,0
4329,295789,0.111,0.085633,0.104648,0
4330,488.58,0.111,0.117923,0.147268,0
4331,10.2822,0.111,0.0630888,0.2,0
4332,10.5292,0.111,0.0622261,0.198425,0
4333,10.3912,0.111,0.0609708,0.2,0
4334,2.04909,0.111,0.193379,0.2,0
4335,9.04717,0.111,0.0387458,0.196973,0
4336,9.48312,0.111,0.041741,0.2,0
4337,131.102,0.111,0.100689,0.163581,0
4338,122.259,0.111,0.100694,0.164471,0
4339,128.496,0.111,0.100948,0.163817,0
4340,651.83,0.111,0.0486578,0,0
4341,649.163,0.111,0.0455431,0,0
4342,652.579,0.111,0.0472539,0.00184077,0
4343,209.868,0.111,0.170631,0.11198,0
4344,69031.4,0.111,0.0867752,0.087381,0
4345,93700.8,0.111,0.086499,0.0892292,0
4346,123.239,0.111,0.0167837,0.111444,0
4347,141.519,0.111,0.018956,0.1104,0
4348,136.251,0.111,0.0168787,0.108992,0
4349,638.3,0.111,0.0331174,0.00363654,0
4350,638.365,0.111,0.0327197,0,0
4351,19.2689,0.111,0.03368,0.165405,0
4352,12.5135,0.111,0.0249509,0.167036,0
4353,22.2033,0.111,0.0305475,0.158932,0
4354,25.7485,0.111,0.0265865,0.152985,0
4355,16.3482,0.111,0.0219719,0.157282,0
4356,23.5393,0.111,0.0234368,0.151152,0
4357,745.493,0.111,0.0435635,0.0427543,0
4358,735.412,0.111,0.0426123,0.0418734,0
4359,735.686,0.111,0.0422881,0.0441394,0
4360,1747.78,0.111,0.141386,0.0716164,0
4361,31195.3,0.111,0.097839,0.118677,0
4362,20202.8,0.111,0.0961696,0.121064,0
4363,29944.9,0.111,0.0979728,0.118956,0
4364,20050,0.111,0.0961793,0.121097,0
4365,710.077,0.111,0.0519035,0.015931,0
4366,716.079,0.111,0.05126,0.0190569,0
4367,724.349,0.111,0.0537505,0.0182778,0
4368,594.445,0.111,0.0221429,0.0316279,0
4369,428.733,0.111,0.171607,0.083856,0
4370,1105.84,0.111,0.110163,0.14146,0
4371,767.834,0.111,0.112588,0.144512,0
4372,146.155,0.111,0.171312,0.120061,0
4373,1097.06,0.111,0.048353,0.0924125,0
4374,22.9794,0.111,0.0548097,0.177053,0
4375,51786.7,0.111,0.104674,0.116211,0
4376,1869,0.111,0.0957513,0.137489,0
4377,1777.81,0.111,0.0935909,0.137624,0
4378,1345.35,0.111,0.0957739,0.14053,0
4379,1280.39,0.111,0.0953379,0.140827,0
4380,373.971,0.111,0.0862196,0.151479,0
4381,520.224,0.111,0.0865094,0.148029,0
4382,455.417,0.111,0.0828525,0.148616,0
4383,102582,0.111,0.100649,0.0860084,0
4384,65673.1,0.111,0.100357,0.0836156,0
4385,158.676,0.111,0.0401774,0.132084,0
4386,163.278,0.111,0.0411971,0.132474,0
4387,464.323,0.111,0.118069,0.147992,0
4388,292.398,0.111,0.121983,0.151632,0
4389,374.73,0.111,0.123263,0.148257,0
4390,1245.25,0.111,0.0626738,0.050574,0
4391,1136.92,0.111,0.0570493,0.0535262,0
4392,1327.18,0.111,0.0623065,0.0542071,0
4393,1195.87,0.111,0.0605011,0.0514233,0
4394,70.0532,0.111,0.0529593,0.158599,0
4395,63.6724,0.111,0.0505141,0.158123,0
4396,55.3727,0.111,0.0506484,0.160359,0
4397,158.593,0.111,0.171295,0.118458,0
4398,194.852,0.111,0.164192,0.12283,0
4399,185.789,0.111,0.164337,0.123828,0
4400,4976.85,0.111,0.13205,0.11029,0
4401,2541.86,0.111,0.137118,0.113385,0
4402,4618.42,0.111,0.133915,0.108109,0
4403,11.7384,0.111,0.156133,0.188206,0
4404,12.7387,0.111,0.151475,0.188005,0
4405,715.933,0.111,0.0619254,0.0115155,0
4406,670.88,0.111,0.092628,0,0
4407,672.532,0.111,0.091031,0,0
4408,677.942,0.111,0.0919244,0.00103769,0
4409,1161.65,0.111,0.0502293,0.0987731,0
4410,1034.31,0.111,0.0477907,0.0933786,0
4411,399.055,0.111,0.2,0.065128,0
4412,22814.7,0.111,0.0923351,0.0781108,0
4413,11.8176,0.111,0.138999,0.195104,0
4414,11.9479,0.111,0.139054,0.194433,0
4415,456.536,0.111,0,0.0544872,0
4416,430.936,0.111,0,0.0598995,0
4417,441.057,0.111,0.0029873,0.0585689,0
4418,27170.2,0.111,0.114693,0.0826219,0
4419,125242,0.111,0.0815229,0.100192,0
4420,91650.3,0.111,0.0803345,0.100558,0
4421,133834,0.111,0.0817824,0.100835,0
4422,671.407,0.111,0.0983773,0,0
4423,668.302,0.111,0.0964985,0,0
4424,679.99,0.111,0.0975665,0.00151,0
4425,233.434,0.111,0.0807136,0.154996,0
4426,246.451,0.111,0.082192,0.154778,0
4427,133.447,0.111,0.136087,0.154945,0
4428,125164,0.111,0.090296,0.0885442,0
4429,143025,0.111,0.0912227,0.0888982,0
4430,133285,0.111,0.0912029,0.088493,0
4431,1256.2,0.111,0.147191,0.0690328,0
4432,1222.45,0.111,0.148804,0.0733084,0
4433,33.1158,0.111,0.165556,0.155671,0
4434,33.0517,0.111,0.167769,0.154032,0
4435,143.381,0.111,0.109807,0.161797,0
4436,138.643,0.111,0.106038,0.162515,0
4437,1790.85,0.111,0.113963,0.0468989,0
4438,1735.19,0.111,0.143905,0.104334,0
4439,1689.52,0.111,0.144367,0.104171,0
4440,13.1221,0.111,0.0663805,0.189187,0
4441,13.1135,0.111,0.0663435,0.189215,0
4442,12.9843,0.111,0.0664815,0.189431,0
4443,709.706,0.111,0.132887,0.00847171,0
4444,719.319,0.111,0.132336,0.00962143,0
4445,715.815,0.111,0.133626,0.00937925,0
4446,108.133,0.111,0.192789,0.110445,0
4447,111.376,0.111,0.192072,0.109583,0
4448,110.044,0.111,0.19204,0.109972,0
4449,145792,0.111,0.0841457,0.105793,0
4450,157215,0.111,0.0843644,0.105813,0
4451,202.539,0.111,0.0337936,0.118536,0
4452,195.238,0.111,0.0338382,0.119543,0
4453,205.73,0.111,0.0343348,0.118943,0
4454,398.552,0.111,0.00592855,0.0657387,0
4455,29235.6,0.111,0.0810675,0.0870512,0
4456,315.533,0.111,0.167593,0.103596,0
4457,310.815,0.111,0.167804,0.103856,0
4458,1356.83,0.111,0.109009,0.0377487,0
4459,653.632,0.111,0.0429885,0.00542615,0
4460,648.493,0.111,0.0393649,0.00355289,0
4461,652.199,0.111,0.0404731,0.00657586,0
4462,29.6505,0.111,0.129723,0.176975,0
4463,25.6248,0.111,0.128894,0.178708,0
4464,26.1259,0.111,0.1307,0.178329,0
4465,2.79005,0.111,0.091031,0.2,0
4466,2.57034,0.111,0.092628,0.2,0
4467,2.72647,0.111,0.0917297,0.199183,0
4468,240907,0.111,0.111585,0.107201,0
4469,258018,0.111,0.111741,0.107062,0
4470,630.63,0.111,0.0259533,0.00611056,0
4471,630.883,0.111,0.0262549,0.00609317,0
4472,21754.2,0.111,0.123823,0.0912975,0
4473,28989.2,0.111,0.122101,0.0909818,0
4474,495.293,0.111,0.0483495,0.120596,0
4475,1156.88,0.111,0.100858,0.142063,0
4476,1322.19,0.111,0.100468,0.140805,0
4477,75.4649,0.111,0.159834,0.146368,0
4478,88.907,0.111,0.15652,0.146217,0
4479,78.4699,0.111,0.156153,0.149016,0
4480,2.10811,0.111,0.00802868,0.2,0
4481,2.04162,0.111,0.0072635,0.196659,0
4482,88.2503,0.111,0.0328902,0.135107,0
4483,103.902,0.111,0.0383093,0.138544,0
4484,32739.1,0.111,0.117359,0.112638,0
4485,56055.8,0.111,0.115725,0.11074,0
4486,52259.5,0.111,0.114511,0.112261,0
4487,524.426,0.111,0.0301518,0.0727899,0
4488,565.418,0.111,0.0309611,0.0664696,0
4489,487.899,0.111,0.0273623,0.0728991,0
4490,524.148,0.111,0.0280491,0.0672329,0
4491,14469.3,0.111,0.0798323,0.11582,0
4492,14156.8,0.111,0.0794515,0.115698,0
4493,8813.73,0.111,0.0788486,0.118842,0
4494,8413.61,0.111,0.0778727,0.118251,0
4495,90.1413,0.111,0.184406,0.119111,0
4496,692.893,0.111,0.141758,0.00873116,0
4497,692.207,0.111,0.143986,0.00960452,0
4498,89.894,0.111,0.136437,0.160222,0
4499,60.2264,0.111,0.137187,0.165482,0
4500,69.4832,0.111,0.14006,0.161976,0
4501,84.8301,0.111,0.135204,0.161937,0
4502,1493.54,0.111,0.0852907,0.137868,0
4503,654.299,0.111,0.0561351,0.125812,0
4504,81.216,0.111,0.070236,0.163901,0
4505,10.9637,0.111,0.166231,0.179341,0
4506,10.9614,0.111,0.166701,0.178665,0
4507,1401.43,0.111,0.0621518,0.0566282,0
4508,626.076,0.111,0.182382,0.00358707,0
4509,624.364,0.111,0.183922,0.00513088,0
4510,625.68,0.111,0.184597,0.00296217,0
4511,536.766,0.111,0.13791,0.13539,0
4512,457.176,0.111,0.137228,0.13795,0
4513,9.67493,0.111,0.157671,0.2,0
4514,10.4837,0.111,0.154671,0.196514,0
4515,2025.12,0.111,0.127412,0.127658,0
4516,2051.64,0.111,0.126771,0.128083,0
4517,1838.92,0.111,0.127463,0.128533,0
4518,786.852,0.111,0.0611157,0.0222779,0
4519,774.48,0.111,0.0611317,0.0207878,0
4520,749.927,0.111,0.0572513,0.0197715,0
4521,2521.35,0.111,0.139216,0.0792252,0
4522,3036.05,0.111,0.136987,0.0812722,0
4523,3067.52,0.111,0.127932,0.0668545,0
4524,3648.99,0.111,0.127149,0.0696359,0
4525,3195.9,0.111,0.130886,0.072003,0
4526,1429.44,0.111,0.0900665,0.139175,0
4527,58530.8,0.111,0.119788,0.0936623,0
4528,74870.1,0.111,0.118348,0.0937862,0
4529,104062,0.111,0.118155,0.0954624,0
4530,389.766,0.111,0.185784,0.0709011,0
4531,18350.2,0.111,0.105353,0.121529,0
4532,22239,0.111,0.104233,0.120269,0
4533,14993.4,0.111,0.10305,0.123058,0
4534,38.7357,0.111,0.186114,0.134679,0
4535,43.1918,0.111,0.188082,0.131325,0
4536,49.3959,0.111,0.185626,0.129658,0
4537,349.382,0.111,0.197367,0.0723983,0
4538,365.035,0.111,0.193734,0.0703659,0
4539,321.39,0.111,0.198968,0.0765243,0
4540,51.3226,0.111,0.155,0.156861,0
4541,48.2306,0.111,0.15591,0.15724,0
4542,164.701,0.111,0.0607455,0.150328,0
4543,189.376,0.111,0.0622522,0.14937,0
4544,166.287,0.111,0.0379271,0.128546,0
4545,34.632,0.111,0.16818,0.152523,0
4546,639.233,0.111,0.164938,0.063333,0
4547,562.664,0.111,0.170847,0.062504,0
4548,2.27695,0.111,0.190639,0.2,0
4549,8824.63,0.111,0.0972499,0.0696422,0
4550,11556.5,0.111,0.096614,0.0721532,0
4551,11302.2,0.111,0.0987957,0.0717648,0
4552,10265.2,0.111,0.0971358,0.125385,0
4553,12047.9,0.111,0.0975239,0.124225,0
4554,663.459,0.111,0.0531083,0.00406574,0
4555,656.376,0.111,0.0541457,0,0
4556,27.388,0.111,0.120411,0.178867,0
4557,18457.1,0.111,0.107161,0.0765003,0
4558,12161.6,0.111,0.106739,0.0730039,0
4559,16067,0.111,0.104802,0.0750943,0
4560,1833.69,0.111,0.143509,0.104007,0
4561,662.875,0.111,0.138484,0,0
4562,664.71,0.111,0.136093,0,0
4563,668.368,0.111,0.137752,0.00166897,0
4564,312.043,0.111,0,0.0772437,0
4565,3241.79,0.111,0.106919,0.132487,0
4566,2183.82,0.111,0.104548,0.13643,0
4567,1129.93,0.111,0.0547141,0.112914,0
4568,1348.65,0.111,0.0581433,0.115791,0
4569,753.102,0.111,0.129954,0.137066,0
4570,661.127,0.111,0.127711,0.140052,0
4571,3.20782,0.111,0.196454,0.172474,0
4572,2.83587,0.111,0.2,0.174292,0
4573,3.0049,0.111,0.2,0.173243,0
4574,6570.83,0.111,0.133009,0.0920884,0
4575,5270.12,0.111,0.134426,0.0929583,0
4576,62.8366,0.111,0.0872648,0.170376,0
4577,104.481,0.111,0.0845672,0.164503,0
4578,73.0329,0.111,0.0834657,0.168475,0
4579,7.75163,0.111,0.0287452,0.186257,0
4580,52.9794,0.111,0.0628575,0.16754,0
4581,52.5275,0.111,0.0643748,0.168099,0
4582,62.9491,0.111,0.0654666,0.165909,0
4583,11.4116,0.111,0.114879,0.186763,0
4584,7.7852,0.111,0.117572,0.192696,0
4585,13.2595,0.111,0.119281,0.186165,0
4586,7899.92,0.111,0.0878664,0.124515,0
4587,7245.75,0.111,0.0877651,0.124858,0
4588,121743,0.111,0.115613,0.107015,0
4589,125602,0.111,0.115467,0.106965,0
4590,120036,0.111,0.1154,0.107298,0
4591,46.2329,0.111,0.188965,0.129326,0
4592,34.0493,0.111,0.192589,0.134199,0
4593,40.5148,0.111,0.193816,0.129693,0
4594,6.30615,0.111,0.120527,0.199158,0
4595,6.23564,0.111,0.120991,0.2,0
4596,6.31818,0.111,0.121222,0.199766,0
4597,1822.28,0.111,0.0612769,0.116231,0
4598,1299.51,0.111,0.0588903,0.118118,0
4599,8.05384,0.111,0.119534,0.192575,0
4600,10.5177,0.111,0.12347,0.189935,0
4601,11.8708,0.111,0.123075,0.188272,0
4602,194393,0.111,0.111232,0.108427,0
4603,198243,0.111,0.110723,0.108642,0
4604,147298,0.111,0.112546,0.108835,0
4605,138242,0.111,0.111948,0.109437,0
4606,690.285,0.111,0.0958446,0.00198863,0
4607,721.946,0.111,0.0937797,0.00644195,0
4608,725.026,0.111,0.0952955,0.00663696,0
4609,687.444,0.111,0.0935965,0.00192677,0
4610,105073,0.111,0.0822802,0.104561,0
4611,95720.7,0.111,0.0815801,0.103667,0
4612,80690.1,0.111,0.0811827,0.104875,0
4613,424.516,0.111,0.109099,0.150642,0
4614,12236.5,0.111,0.101775,0.0725175,0
4615,16564.4,0.111,0.101079,0.0748079,0
4616,12487.8,0.111,0.10233,0.072724,0
4617,10179.4,0.111,0.100098,0.12535,0
4618,7924.83,0.111,0.102061,0.126888,0
4619,1038.48,0.111,0.110063,0.0276435,0
4620,2254.91,0.111,0.122061,0.130619,0
4621,2121.15,0.111,0.123191,0.130619,0
4622,4925.5,0.111,0.0983223,0.130252,0
4623,43491.7,0.111,0.11716,0.0877024,0
4624,129327,0.111,0.103113,0.0870139,0
4625,196802,0.111,0.102713,0.0890295,0
4626,132574,0.111,0.103235,0.0871245,0
4627,197699,0.111,0.102758,0.0890611,0
4628,81.2976,0.111,0.0691363,0.163465,0
4629,314741,0.111,0.0842219,0.0984441,0
4630,325451,0.111,0.0843733,0.0985542,0
4631,321246,0.111,0.0843655,0.0983925,0
4632,125.634,0.111,0.122928,0.161067,0
4633,115.754,0.111,0.123492,0.161978,0
4634,126,0.111,0.123311,0.160892,0
4635,34.001,0.111,0.0581302,0.171962,0
4636,34.2528,0.111,0.0582359,0.171873,0
4637,450.095,0.111,0.168909,0.0865164,0
4638,5.55416,0.111,0.0926455,0.192153,0
4639,30.8538,0.111,0.0858022,0.177796,0
4640,16.7469,0.111,0.0849554,0.183619,0
4641,1091,0.111,0.102146,0.0292551,0
4642,186005,0.111,0.0932182,0.110091,0
4643,178749,0.111,0.0927246,0.110169,0
4644,142973,0.111,0.0933517,0.111348,0
4645,13.3711,0.111,0,0.149056,0
4646,9.85339,0.111,0,0.152895,0
4647,11.5186,0.111,0.00338139,0.151566,0
4648,1342.45,0.111,0.0511661,0.0869466,0
4649,1533.29,0.111,0.0534032,0.0844285,0
4650,1251.02,0.111,0.0500918,0.0832265,0
4651,316425,0.111,0.084268,0.0982485,0
4652,20225.1,0.111,0.10007,0.121194,0
4653,31177.6,0.111,0.0982594,0.118685,0
4654,19705.3,0.111,0.0999862,0.121309,0
4655,63302.4,0.111,0.113752,0.111951,0
4656,83699,0.111,0.112232,0.111259,0
4657,52728.1,0.111,0.11219,0.113615,0
4658,105.657,0.111,0.156498,0.143531,0
4659,1108.71,0.111,0.0558982,0.0542508,0
4660,943.388,0.111,0.0495257,0.0551355,0
4661,74726.6,0.111,0.0878709,0.0872283,0
4662,569.163,0.111,0.2,0.0268863,0
4663,568.2,0.111,0.199187,0.0273153,0
4664,554.798,0.111,0.2,0.0321445,0
4665,219136,0.111,0.105957,0.0897485,0
4666,187441,0.111,0.106454,0.0892964,0
4667,1086.73,0.111,0.0588136,0.121516,0
4668,1330.36,0.111,0.0516619,0.095729,0
4669,1607.23,0.111,0.0534394,0.0973988,0
4670,955.326,0.111,0.0464437,0.0699887,0
4671,1360.93,0.111,0.0532414,0.0731095,0
4672,36282.8,0.111,0.0808205,0.110262,0
4673,34058.3,0.111,0.0804818,0.110189,0
4674,33164.1,0.111,0.0806604,0.110599,0
4675,128.07,0.111,0.122726,0.160914,0
4676,7417.62,0.111,0.104174,0.1269,0
4677,12112.8,0.111,0.103463,0.124192,0
4678,7378.55,0.111,0.102897,0.127169,0
4679,12655.1,0.111,0.102838,0.123983,0
4680,560.69,0.111,0.190355,0.0333483,0
4681,16782.7,0.111,0.0927975,0.121649,0
4682,17533.9,0.111,0.0925996,0.121336,0
4683,3986.58,0.111,0.137657,0.0987442,0
4684,1113.32,0.111,0.0621914,0.0456618,0
4685,1136.6,0.111,0.062996,0.0457687,0
4686,1127.86,0.111,0.0629942,0.0454464,0
4687,76807.6,0.111,0.101071,0.0843837,0
4688,65598,0.111,0.10178,0.0836886,0
4689,68.1553,0.111,0.0884669,0.169852,0
4690,104.522,0.111,0.0845828,0.1645,0
4691,267306,0.111,0.0900339,0.0915156,0
4692,263441,0.111,0.0898273,0.0918479,0
4693,13978.3,0.111,0.0881895,0.121169,0
4694,17866.6,0.111,0.0888275,0.120054,0
4695,17625.6,0.111,0.0871864,0.119515,0
4696,20481.6,0.111,0.0878123,0.118755,0
4697,23533.9,0.111,0.117371,0.0838036,0
4698,40101.3,0.111,0.114663,0.0849675,0
4699,29741.3,0.111,0.117876,0.0856744,0
4700,1290.31,0.111,0.073138,0.133002,0
4701,1850.27,0.111,0.0762712,0.13113,0
4702,199214,0.111,0.112296,0.0917169,0
4703,316.915,0.111,0.0561035,0.136818,0
4704,42.0541,0.111,0.115789,0.174612,0
4705,298617,0.111,0.08437,0.0998813,0
4706,289076,0.111,0.0842942,0.100122,0
4707,292881,0.111,0.112969,0.106209,0
4708,611.044,0.111,0.159235,0.0972289,0
4709,750.383,0.111,0.156726,0.0929355,0
4710,271.67,0.111,0.0937288,0.155632,0
4711,275.193,0.111,0.0940016,0.155502,0
4712,276.023,0.111,0.0938952,0.155461,0
4713,6525.38,0.111,0.0674251,0.0918894,0
4714,1840.58,0.111,0.0808187,0.0494216,0
4715,33.2381,0.111,0.0992327,0.177302,0
4716,19.8315,0.111,0.100229,0.181642,0
4717,131.705,0.111,0.101186,0.163498,0
4718,10.7289,0.111,0.0581323,0.2,0
4719,10.8457,0.111,0.0582249,0.197945,0
4720,11.1579,0.111,0.0544897,0.198619,0
4721,11.1061,0.111,0.0541457,0.2,0
4722,1724.68,0.111,0.0741119,0.1304,0
4723,692.688,0.111,0.0908314,0.00391606,0
4724,1299.52,0.111,0.0666489,0.127626,0
4725,1855.87,0.111,0.071277,0.12792,0
4726,312.346,0.111,0.148376,0.133274,0
4727,245.922,0.111,0.152419,0.133032,0
4728,342.614,0.111,0.14891,0.130956,0
4729,4632.17,0.111,0.0826645,0.127165,0
4730,3950.81,0.111,0.0839518,0.128971,0
4731,9.97012,0.111,0.0683917,0.195208,0
4732,9.6812,0.111,0.0695613,0.195224,0
4733,586.667,0.111,0.0317773,0.0642008,0
4734,652.617,0.111,0.0346649,0.0585189,0
4735,1669.59,0.111,0.0706518,0.0536799,0
4736,1536.04,0.111,0.0724422,0.0495728,0
4737,1450.04,0.111,0.0702901,0.049306,0
4738,5301.29,0.111,0.0843228,0.0671745,0
4739,216481,0.111,0.0953682,0.0895652,0
4740,1455.16,0.111,0.076289,0.0449042,0
4741,1760.27,0.111,0.116315,0.135419,0
4742,26218.1,0.111,0.119107,0.112357,0
4743,25065.3,0.111,0.118176,0.113779,0
4744,15595.5,0.111,0.120565,0.114857,0
4745,21032.2,0.111,0.120792,0.112548,0
4746,640.107,0.111,0.164654,0,0
4747,645.76,0.111,0.158078,0,0
4748,645.728,0.111,0.162419,0.00330404,0
4749,681.434,0.111,0.0675693,0.00438443,0
4750,681.378,0.111,0.0675428,0.00438062,0
4751,11.8715,0.111,0.139466,0.194559,0
4752,12.2045,0.111,0.139549,0.193762,0
4753,1834.31,0.111,0.130852,0.125975,0
4754,1702.64,0.111,0.130959,0.126539,0
4755,10.9603,0.111,0.0634735,0.195403,0
4756,13.0963,0.111,0.0663,0.18927,0
4757,87.3279,0.111,0,0.113383,0
4758,89.0678,0.111,0,0.113029,0
4759,575.577,0.111,0.0262638,0.0474811,0
4760,576.201,0.111,0.0264099,0.0474923,0
4761,576.457,0.111,0.0264359,0.0474644,0
4762,7331.46,0.111,0.0859197,0.0703221,0
4763,289795,0.111,0.113996,0.0949947,0
4764,268584,0.111,0.114152,0.0947406,0
4765,20438.2,0.111,0.0770614,0.109612,0
4766,19778,0.111,0.0786245,0.112188,0
4767,32671.1,0.111,0.0801894,0.110241,0
4768,1987.9,0.111,0.121401,0.0529803,0
4769,1866.94,0.111,0.117756,0.0495276,0
